Crop_Name,Category_Name,Season_name,Government_name,Region_name,Agriculture Water Usage_m3,Land size,production,Pro./Acre,Water/Acre,Immersion,Sprinkler,Drip,Canal ,Aswan 
Others,Other items,Winter,Beni sweif,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Minya,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Assuit,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Sohag,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Qena,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Aswan,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Winter,Luxor,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Suez,lower Egypt,681000,180,2800,15.55555556,3783.333333,681000,544867.0606,480914.658,1079341.346,1175925.481
Others,Other items,Summer,Damietta,lower Egypt,79000,21,315,15,3761.904762,79000,63200,55788.92508,87240.31428,156223.5167
Others,Other items,Summer,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Sharkia,lower Egypt,2916000,739,11085,15,3945.872801,2916000,2333070.188,2059246.906,5163405.221,5370272.418
Others,Other items,Summer,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Kafr el sheikh,lower Egypt,124000,31,465,15,4000,124000,99183.96379,87567.42671,158965.8087,168826.7384
Others,Other items,Summer,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Behaira,lower Egypt,1065000,5.537426766,83.06140148,15,192327.6,1065000,852031.9292,752091.2052,1094250,1150500
Others,Other items,Summer,Ismailia,lower Egypt,249000,115.4657839,1847.452542,16,2156.483,249000,199209.6028,175841.0423,264107.2589,284520.0433
Others,Other items,Summer,Giza,Middle Egupt,8668000,3232,49464.26248,15.30453666,2681.930693,8668000,6935087.664,6121245.603,9228169.761,10149941.64
Others,Other items,Summer,Beni sweif,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Others,Other items,Summer,Minya,Middle Egupt,194000,36.78359977,560,15.22417608,5274.089572,194000,155214.9173,137000.6515,206387.0334,227063.8507
Others,Other items,Summer,Assuit,Upper Egypt,502000,94,1430,15.21276596,5340.425532,502000,401631.2432,354506.8404,540787.1867,594836.1264
Others,Other items,Summer,Sohag,Upper Egypt,86000,15.85710657,242.1562597,15.27115043,5423.435836,86000,68805.10234,60732.24756,88110.5461,96933.00906
Others,Other items,Summer,Qena,Upper Egypt,1345000,253,3916.22563,15.47915269,5316.205534,1345000,1076000,949824.1042,1487937.554,1636654.254
Others,Other items,Summer,Aswan,Upper Egypt,2051000,360,5590.694477,15.52970688,5697.222222,2051000,1640900.269,1448393.485,2338180.235,2572048.553
Others,Other items,Summer,Luxor,Upper Egypt,6374000,1120.705903,17176.93719,15.32689097,5687.486771,6374000,5099200,4501248.208,6760948.482,7437220.83
Forestation Alfalfa,feed,Winter,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Forestation Alfalfa,feed,Winter,Alexandria,lower Egypt,3932000,4001,54990,13.74406398,982.7543114,3932000,3145441.659,NO,4028970.565,4193716.256
Forestation Alfalfa,feed,Winter,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Forestation Alfalfa,feed,Winter,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Forestation Alfalfa,feed,Winter,Damietta,lower Egypt,4021000,2952,26370,8.932926829,1362.127371,4021000,3159985.346,NO,4553397.213,5084520.748
Forestation Alfalfa,feed,Winter,Dakahlia,lower Egypt,19472000,15096,121925,8.076642819,1289.878113,19472000,15577600,NO,21604647.62,23762583.55
Forestation Alfalfa,feed,Winter,Sharkia,lower Egypt,5042000,3702,45256,12.22474338,1361.966505,5042000,4032499.727,NO,7267858.537,7685975.61
Forestation Alfalfa,feed,Winter,Quliubiya,lower Egypt,5936000,4358,50315,11.54543369,1362.092703,5936000,4748059.081,NO,7990918.354,8444551.274
Forestation Alfalfa,feed,Winter,Kafr el sheikh,lower Egypt,39505000,29005,354578.6818,12.22474338,1362.006551,39505000,31599069.07,NO,44989570.6,49240448.07
Forestation Alfalfa,feed,Winter,Gharbia,lower Egypt,10835000,7955,91843.92497,11.54543369,1362.036455,10835000,8668620.739,NO,12303382.82,13241936.78
Forestation Alfalfa,feed,Winter,Monoufia,lower Egypt,12526000,9197,120651,13.11851691,1361.965858,12526000,10020061.87,NO,13467434.95,14329471.78
Forestation Alfalfa,feed,Winter,Behaira,lower Egypt,91465000,67155,775333.5991,11.54543369,1361.998362,91465000,73176909.55,NO,97109656.05,103617189.5
Forestation Alfalfa,feed,Winter,Ismailia,lower Egypt,4522000,4949,64923.54018,13.11851691,913.7199434,4522000,3617818.533,NO,5102387.622,5231561.992
Forestation Alfalfa,feed,Winter,Giza,Middle Egupt,9992000,5896,62932,10.67367707,1694.708277,9992000,7994717.361,NO,10874557.85,11963561.98
Forestation Alfalfa,feed,Winter,Beni sweif,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Forestation Alfalfa,feed,Winter,Fayoum,Middle Egupt,6271000,3559,32657,9.175892105,1762.011801,6271000,5016800,NO,6501136.53,6948183.352
Forestation Alfalfa,feed,Winter,Minya,Middle Egupt,1392000,790,10043,12.71265823,1762.025316,1392000,1113785.476,NO,1470802.235,1544938.547
Forestation Alfalfa,feed,Winter,Assuit,Upper Egypt,5185000,2582,29720,11.51045701,2008.13323,5185000,4074738.626,NO,6041200.401,6546192.385
Forestation Alfalfa,feed,Winter,Sohag,Upper Egypt,5562000,2840,32000,11.26760563,1958.450704,5562000,4450562.284,NO,6025670.97,6384708.226
Forestation Alfalfa,feed,Winter,Qena,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Forestation Alfalfa,feed,Winter,Aswan,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Forestation Alfalfa,feed,Winter,Luxor,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Sustains Alfalfa,feed,Winter,Cairo,lower Egypt,805000,377,7275,19.29708223,2135.278515,805000,644043.2099,NO,1219792.073,1386127.355
Sustains Alfalfa,feed,Winter,Alexandria,lower Egypt,41870000,17993,358091,19.90168399,2327.016062,41870000,33496000,NO,45964224.47,51429913.29
Sustains Alfalfa,feed,Winter,Port said,lower Egypt,30793000,14416,288320,20,2136.029412,30793000,24634400,NO,34242519.09,36571493.76
Sustains Alfalfa,feed,Winter,Suez,lower Egypt,6408000,3231,76178,23.57722067,1983.286908,6408000,5127629.156,NO,10278968.13,10866155.38
Sustains Alfalfa,feed,Winter,Damietta,lower Egypt,99365000,50581,1030396,20.37120658,1964.472826,99365000,79477945.54,NO,113742060.1,118680440.9
Sustains Alfalfa,feed,Winter,Dakahlia,lower Egypt,341256000,164264,3378189,20.5656078,2077.485024,341256000,273004800,NO,394422343.5,431162522.4
Sustains Alfalfa,feed,Winter,Sharkia,lower Egypt,685969000,287078,5236148,18.23946105,2389.486481,685969000,548713233.5,NO,792840274,866692818
Sustains Alfalfa,feed,Winter,Quliubiya,lower Egypt,96608000,35865,737585.5238,20.5656078,2693.656768,96608000,77273111.42,NO,114301594.3,130435422.8
Sustains Alfalfa,feed,Winter,Kafr el sheikh,lower Egypt,275715000,106860,1949068.808,18.23946105,2580.1516,275715000,220547093.5,NO,295668642.7,314558091
Sustains Alfalfa,feed,Winter,Gharbia,lower Egypt,256429000,91961,1891233.859,20.5656078,2788.453801,256429000,205202307.7,NO,272810820.5,291744583
Sustains Alfalfa,feed,Winter,Monoufia,lower Egypt,274486000,100415,1831515.482,18.23946105,2733.515909,274486000,219588800,NO,293645187.3,322996804.2
Sustains Alfalfa,feed,Winter,Behaira,lower Egypt,379096420,137155,2820675.938,20.5656078,2764,379096420,303364519,NO,396807757.5,436473773.8
Sustains Alfalfa,feed,Winter,Ismailia,lower Egypt,36929804,13361,243697.4391,18.23946105,2764,36929804,29553678.03,NO,41437053.45,45578143.37
Sustains Alfalfa,feed,Winter,Giza,Middle Egupt,128847040,37952,780505.9473,20.5656078,3395,128847040,103116228.2,NO,140273841.7,154276978
Sustains Alfalfa,feed,Winter,Beni sweif,Middle Egupt,209390020,61676,1124937,18.23946105,3395,209390020,167512016,NO,227999082.1,250780716.3
Sustains Alfalfa,feed,Winter,Fayoum,Middle Egupt,299326965,88167,1531222,17.36729162,3395,299326965,239487645.8,NO,309994933.1,341000665
Sustains Alfalfa,feed,Winter,Minya,Middle Egupt,281452290,82902,1512087.8,18.23946105,3395,281452290,225178119.7,NO,303464470.2,333826098
Sustains Alfalfa,feed,Winter,Assuit,Upper Egypt,263331000,58518,1016299.171,17.36729162,4500,263331000,210693368.6,NO,272595839.4,299618287.5
Sustains Alfalfa,feed,Winter,Sohag,Upper Egypt,328855500,73079,1332921.574,18.23946105,4500,328855500,263084400,NO,343269203.1,377587543.8
Sustains Alfalfa,feed,Winter,Qena,Upper Egypt,78853500,17523,304327.051,17.36729162,4500,78853500,63082800,NO,89738853.4,103367315.8
Sustains Alfalfa,feed,Winter,Aswan,Upper Egypt,16798500,3733,68739,18.41387624,4500,16798500,13438391.48,NO,17436318.66,18203266.25
Sustains Alfalfa,feed,Winter,Luxor,Upper Egypt,33043500,7343,127528.0223,17.36729162,4500,33043500,26436509.44,NO,34825066.12,37640460.74
Fully grown Onions,garlic and onion,Winter,Cairo,lower Egypt,73800,40,736.5550496,18.41387624,1845,73800,59036.07342,52116.74267,80769.75493,88842.31919
Fully grown Onions,garlic and onion,Winter,Alexandria,lower Egypt,363465,197,3421.356449,17.36729162,1845,363465,290705.553,256674.9577,398834.5408,438727.0408
Fully grown Onions,garlic and onion,Winter,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Winter,Suez,lower Egypt,771210,418,6688,16,1845,771210,616851.9413,544619.9609,915566.704,1007358.739
Fully grown Onions,garlic and onion,Winter,Damietta,lower Egypt,2942775,1595,22330,14,1845,2942775,2354220,2078155.114,3958907.421,4025210.447
Fully grown Onions,garlic and onion,Winter,Dakahlia,lower Egypt,40907340,22172,307649.7608,13.87559809,1845,40907340,32724877.17,28888310.46,46851918.72,51546203.64
Fully grown Onions,garlic and onion,Winter,Sharkia,lower Egypt,32505210,17618,249192.5266,14.14420063,1845,32505210,25997353.49,22954819.31,36693928.02,40636250.87
Fully grown Onions,garlic and onion,Winter,Quliubiya,lower Egypt,24472080,13264,170732.4229,12.87186542,1845,24472080,19580073.86,17281911.87,27000607.48,28372873.64
Fully grown Onions,garlic and onion,Winter,Kafr el sheikh,lower Egypt,2688165,1457,18380.21461,12.61510955,1845,2688165,2150532,1898352.352,2997169.437,3239338.644
Fully grown Onions,garlic and onion,Winter,Gharbia,lower Egypt,79927245,43321,606059.6142,13.98997286,1845,79927245,63950809.5,56443735.23,86323141.62,91431273.82
Fully grown Onions,garlic and onion,Winter,Monoufia,lower Egypt,1533195,831,13596.00412,16.36101579,1845,1533195,1226698.061,1082725.329,1647224.532,1811474.324
Fully grown Onions,garlic and onion,Winter,Behaira,lower Egypt,21005325,11385,188991,16.6,1845,21005325,16806628.8,14833727.88,21853607.02,24038967.73
Fully grown Onions,garlic and onion,Winter,Ismailia,lower Egypt,819180,444,6049.833935,13.62575211,1845,819180,655238.0601,578495.8436,864721.6261,968518.5823
Fully grown Onions,garlic and onion,Winter,Giza,Middle Egupt,5406431,2077,31370.63584,15.10382082,2603,5406431,4324860.176,3817961.696,6315814.402,6615030.876
Fully grown Onions,garlic and onion,Winter,Beni sweif,Middle Egupt,35507523,13641,204615,15,2603,35507523,28403503.7,25075019.5,50430576.4,54278140.81
Fully grown Onions,garlic and onion,Winter,Fayoum,Middle Egupt,26407435,10145,164073.5171,16.17284545,2603,26407435,21126739.71,18648638.14,29232352.01,30949458.43
Fully grown Onions,garlic and onion,Winter,Minya,Middle Egupt,7371696,2832,43612.8,15.4,2603,7371696,5897641.092,5205810.074,9543463.69,10086405.61
Fully grown Onions,garlic and onion,Winter,Assuit,Upper Egypt,10328864,2912,39399.40306,13.53001479,3547,10328864,8263910.626,7294129.365,12164986.13,12668701.05
Fully grown Onions,garlic and onion,Winter,Sohag,Upper Egypt,50229067,14161,177642.5445,12.54449153,3547,50229067,40181399.79,35471210.83,59158093.59,61607649.56
Fully grown Onions,garlic and onion,Winter,Qena,Upper Egypt,11797322,3326,46948.9114,14.11572802,3547,11797322,9437675.949,8331138.142,19957237.42,21375825.99
Fully grown Onions,garlic and onion,Winter,Aswan,Upper Egypt,4522425,1275,22503.69148,17.6499541,3547,4522425,3618287.745,3193686.45,6463639.197,6535475.551
Fully grown Onions,garlic and onion,Winter,Luxor,Upper Egypt,2170764,612,10938.16597,17.8728202,3547,2170764,1736746.303,1532969.496,2791708.197,2921791.433
Fully grown Onions,garlic and onion,Summer,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Damietta,lower Egypt,444268,92,1298,14.10869565,4829,444268,355396.4824,313737.1414,552053.0824,621146.084
Fully grown Onions,garlic and onion,Summer,Dakahlia,lower Egypt,1385923,287,3695,12.87456446,4829,1385923,1108682.589,978723.4736,1464371.472,1530035.748
Fully grown Onions,garlic and onion,Summer,Sharkia,lower Egypt,12072.5,2.5,31,12.4,4829,12072.5,9658.42408,8525.465798,17116.35513,17804.15355
Fully grown Onions,garlic and onion,Summer,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Monoufia,lower Egypt,1666005,345,4704,13.63478261,4829,1666005,1332804,1176514.28,1796744.125,1989965.002
Fully grown Onions,garlic and onion,Summer,Behaira,lower Egypt,2926374,606,9157,15.11056106,4829,2926374,2340460.602,2066572.909,3191501.581,3510561.097
Fully grown Onions,garlic and onion,Summer,Ismailia,lower Egypt,101409,21,215,10.23809524,4829,101409,81114.54233,71613.9127,111915.9672,123121.536
Fully grown Onions,garlic and onion,Summer,Giza,Middle Egupt,16112560,2759,44607,16.16781443,5840,16112560,12888036.86,11378511.43,17095162.02,18801508.54
Fully grown Onions,garlic and onion,Summer,Beni sweif,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Minya,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Assuit,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Sohag,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Qena,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Aswan,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Summer,Luxor,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Damietta,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Sharkia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Behaira,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Ismailia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Giza,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Beni sweif,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Minya,Middle Egupt,40648876,8402,105404,12.54510831,4838,40648876,32528470.5,28705786.05,64425862.76,70190967.77
Fully grown Onions,garlic and onion,Nile,Assuit,Upper Egypt,12058056,2007,28327,14.11410065,6008,12058056,9649656,8515265.605,13315805,23844960.92
Fully grown Onions,garlic and onion,Nile,Sohag,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Qena,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Aswan,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Fully grown Onions,garlic and onion,Nile,Luxor,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Damietta,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Sharkia,lower Egypt,29000,30,18,0.6,966.6666667,29000,23194.69835,20479.47883,35573.53716,39127.83342
Lupine,legumes,Winter,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Behaira,lower Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Ismailia,lower Egypt,155680,160,133,0.83125,973,155680,124559.3304,109939.4919,165130.9162,181648.3431
Lupine,legumes,Winter,Giza,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Beni sweif,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Minya,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Assuit,Upper Egypt,22000,14,13,0.928571429,1571.428571,22000,17597.15487,15536.15635,24912.89199,27818.81533
Lupine,legumes,Winter,Sohag,Upper Egypt,58000,38,29,0.763157895,1526.315789,58000,46396.94656,40958.95765,64352.38095,70780.08658
Lupine,legumes,Winter,Qena,Upper Egypt,5000,3,3,1,1666.666667,5000,3999.645892,3530.944625,7207.317073,7621.95122
Lupine,legumes,Winter,Aswan,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Lupine,legumes,Winter,Luxor,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Garlic,garlic and onion,Winter,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Garlic,garlic and onion,Winter,Alexandria,lower Egypt,15000,14,108,7.714285714,1071.428571,15000,11999.44639,10592.83388,16127.377,17159.67401
Garlic,garlic and onion,Winter,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Garlic,garlic and onion,Winter,Suez,lower Egypt,70000,35,160,4.571428571,2000,70000,56005.38255,49433.22476,78984.32851,80983.93176
Garlic,garlic and onion,Winter,Damietta,lower Egypt,478000,259,1497,5.77992278,1845.559846,478000,382429.7495,337558.3062,520220.0413,572316.1157
Garlic,garlic and onion,Winter,Dakahlia,lower Egypt,3498000,1896,11622,6.129746835,1844.936709,3498000,2798607.535,2470248.86,3738651.123,3957653.713
Garlic,garlic and onion,Winter,Sharkia,lower Egypt,1879000,959,6267,6.534932221,1959.332638,1879000,1503200,1326928.99,1947956.552,2081906.637
Garlic,garlic and onion,Winter,Quliubiya,lower Egypt,349000,189,1752,9.26984127,1846.560847,349000,279217.0618,246459.9349,368757.1695,387344.5065
Garlic,garlic and onion,Winter,Kafr el sheikh,lower Egypt,26000,14,56,4,1857.142857,26000,20800,18360.91205,30293.38677,32825.6513
Garlic,garlic and onion,Winter,Gharbia,lower Egypt,555000,301,2709,9,1843.853821,555000,443977.6165,391934.8534,601267.0601,637093.3235
Garlic,garlic and onion,Winter,Monoufia,lower Egypt,260000,142,1055,7.429577465,1830.985915,260000,207989.5298,183609.1205,413180.5478,455472.3309
Garlic,garlic and onion,Winter,Behaira,lower Egypt,2220000,1082,6156,5.689463956,2051.756007,2220000,1776077.984,1567739.414,2400973.81,2577034.305
Garlic,garlic and onion,Winter,Ismailia,lower Egypt,201000,109,1227,11.25688073,1844.036697,201000,160860.2097,141943.9739,217385.4666,233326.0789
Garlic,garlic and onion,Winter,Giza,Middle Egupt,3785000,1454,13242,9.107290234,2603.163686,3785000,2974519.904,2672925.081,5735295.647,6517381.417
Garlic,garlic and onion,Winter,Beni sweif,Middle Egupt,39722000,15654,146052,9.330011499,2537.498403,39722000,31777600,28051236.48,43606184.01,48791473.99
Garlic,garlic and onion,Winter,Fayoum,Middle Egupt,6466000,2484,16245,6.539855072,2603.059581,6466000,5171388.98,4566217.59,7190339.636,7679384.231
Garlic,garlic and onion,Winter,Minya,Middle Egupt,14889000,5885,52815,8.97451147,2529.991504,14889000,11909341.59,10514446.91,23883201.69,25247532.37
Garlic,garlic and onion,Winter,Assuit,Upper Egypt,3758000,1138,8614,7.569420035,3302.28471,3758000,3005930.934,2653857.98,4301742.685,4488513.026
Garlic,garlic and onion,Winter,Sohag,Upper Egypt,2420000,736,7909,10.74592391,3288.043478,2420000,1936138.642,1708977.199,2797026.488,3057567.645
Garlic,garlic and onion,Winter,Qena,Upper Egypt,592000,178,1003,5.634831461,3325.842697,592000,473565.1149,418063.8436,684231.2731,747966.961
